stop_id,stop_name,stop_lon,stop_lat,source,Zone,CodeQInch,CodeHInch,Code1Inch,PblYear
H0001,Abathpalli,78.486747,17.852821,hamlets,56,K,NULL,5,1972
H0002,Abdullapur,78.69635,17.321074,hamlets,56,K,NULL,11,1976
H0003,Ablapuram,78.1401892476,18.0112872118,hamlets,56,J,NULL,4,1981
H0004,Achaipalle,78.577133,17.708957,hamlets,56,K,NULL,10,1975
H0005,Achampet,78.312511,17.766264,hamlets,56,K,NULL,5,1972
H0006,Achchapeta Tanda,79.0135783548,16.64266108,hamlets,56,P,NULL,2,1987
H0007,Achchnaguda,78.269787,17.556694,hamlets,56,K,NULL,6,1975
H0008,Achhcmpet,78.40552,17.924092,hamlets,56,K,NULL,5,1972
H0009,Adibatla,78.54757164,17.23010463,hamlets,56,K,NULL,12,1967
H0010,ADIKMET,78.520358,17.405973,hamlets,56,K,NULL,11,1976
H0011,Adilabad,78.71161,17.414904,hamlets,56,K,NULL,11,1976
H0012,Admapur,78.206081,17.783053,hamlets,56,K,NULL,1,1968
H0013,Adulapur,78.383564,17.80313,hamlets,56,K,NULL,5,1972
H0014,Adwi Masjid,78.680027,17.700643,hamlets,56,K,NULL,10,1975
H0015,AFZALGANJ,78.473803,17.37449,hamlets,56,K,NULL,7,1976
H0016,Aganuti,78.639691,17.678525,hamlets,56,K,NULL,10,1975
H0017,Agarmiyaguda,78.52801788,17.14641615,hamlets,56,K,NULL,12,1967
H0018,Aggarapalli,78.529516,17.736732,hamlets,56,K,NULL,10,1975
H0019,Aghapalli,78.67522836,17.13612204,hamlets,56,K,NULL,12,1967
H0020,Agraharam,78.7208181177,16.7394989305,hamlets,56,L,NULL,10,1970
H0021,Agraharam,78.009145699,16.927183496,hamlets,56,L,NULL,1,1969
H0022,Agraharam,78.384173,17.990451,hamlets,56,K,NULL,5,1972
H0023,Ahmadguda,78.625546,17.500371,hamlets,56,K,NULL,10,1975
H0024,Ahmadipur,78.722705,17.924014,hamlets,56,K,NULL,9,1972
H0025,Ahmednagar,78.204711,17.821398,hamlets,56,K,NULL,1,1968
H0026,Ailakuntabhavi,79.1546341775,17.5161316262,hamlets,56,O,NULL,2,1967
H0027,Aipoor,79.0153101243,17.2079332296,hamlets,56,O,NULL,4,1987
H0028,Aitol,78.3481648764,16.613858204,hamlets,56,L,NULL,6,1969
H0029,Ajalapur,79.2077954901,16.8784613859,hamlets,56,P,NULL,1,1969
H0030,Ajalapur,77.998161,16.88956,hamlets,56,H,NULL,13,1987
H0031,Ajalapuram,78.6834233851,16.7895899396,hamlets,56,L,NULL,9,1970
H0032,Ajanga Tanda,78.79883616,17.07998283,hamlets,56,K,NULL,16,1967
H0033,Ajjamarri,78.112229,17.823136,hamlets,56,K,NULL,1,1968
H0034,Ajlapuram,78.8068502705,16.9818989846,hamlets,56,L,NULL,13,1970
H0035,Akanapet,78.4011226565,18.1123886353,hamlets,56,J,NULL,8,1978
H0036,Akannapalli,78.209005,17.25697,hamlets,56,K,NULL,3,1987
H0037,Akbarjapet,78.546589,17.642554,hamlets,56,K,NULL,10,1975
H0038,Akbarpura,78.418369,17.395289,hamlets,56,K,NULL,7,1976
H0039,Akenapalli,78.3910823,17.087055073,hamlets,56,K,SW,8,1967
H0040,Akhtaraliguda,78.540308,17.577501,hamlets,56,K,NULL,10,1975
H0041,Akkammapalli,78.290852,17.945172,hamlets,56,K,NULL,5,1972
H0042,Akkampalli,79.1097996014,16.6961909015,hamlets,56,P,NULL,2,1987
H0043,Akkampalli,78.9957126,17.38203966,hamlets,56,K,NULL,15,1967
H0044,Akkaram,78.742332,17.82102,hamlets,56,K,NULL,9,1972
H0045,Akkiwaniguda,78.2880417728,17.1844784777,hamlets,56,K,SW,8,1967
H0046,Aknapur,77.993922,17.380908,hamlets,56,G,NULL,15,1969
H0047,Aksanpalli,77.978175,17.818427,hamlets,56,G,NULL,13,1969
H0048,AkutotabaviTanda,78.91171344,17.38605537,hamlets,56,K,NULL,15,1967
H0049,Akutotapalli,78.7985158495,16.6381489297,hamlets,56,L,NULL,14,1970
H0050,Akutotapalli,78.6034784171,16.8706575642,hamlets,56,L,NULL,9,1970
H0051,AKUTPURA,78.485506,17.360134,hamlets,56,K,NULL,7,1976
H0052,Alair,79.0454504842,17.6442961692,hamlets,56,O,NULL,2,1967
H0053,Alakhanguda,78.098567,17.45459,hamlets,56,K,NULL,3,1987
H0054,Alampalli,77.906197,17.349849,hamlets,56,G,NULL,15,1969
H0055,Ali Sahibguda,78.3082188298,17.1137719895,hamlets,56,K,SW,8,1967
H0056,ALIABAD,78.47096,17.345257,hamlets,56,K,NULL,7,1976
H0057,Aliabad,78.601381,17.620677,hamlets,56,K,NULL,10,1975
H0058,Alijapur,78.390937,17.390694,hamlets,56,K,NULL,7,1976
H0059,Alimpuram,79.0169487828,17.825336866,hamlets,56,O,NULL,1,1968
H0060,Alinagar,78.78077784,17.3834478,hamlets,56,K,NULL,15,1967
H0061,Alinagar,78.382342,17.601317,hamlets,56,K,NULL,6,1975
H0062,Alinagaram,78.70395,17.707208,hamlets,56,K,NULL,10,1975
H0063,Alipur,77.80567,17.321824,hamlets,56,G,NULL,15,1969
H0064,Alipur,78.326321,17.836835,hamlets,56,K,NULL,5,1972
H0065,Alirajapalli,78.77298096,17.79787278,hamlets,56,K,NULL,13,1967
H0066,Alirajapet,78.7818654,17.78815935,hamlets,56,K,NULL,13,1967
H0067,Allabad,78.005308,17.572555,hamlets,56,K,NULL,2,1986
H0068,Allahpur,78.83172144,17.21085687,hamlets,56,K,NULL,16,1967
H0069,Allahpur,77.87189,17.741476,hamlets,56,G,NULL,14,1969
H0070,Allahpuram,78.488726,17.812197,hamlets,56,K,NULL,5,1972
H0071,Allalpalli,78.2595316534,16.6359751372,hamlets,56,L,NULL,6,1969
H0072,Allamdevicheruvuk,78.92331084,17.19065817,hamlets,56,K,NULL,16,1967
H0073,Allapur,77.92539516,17.08708032,hamlets,56,G,NULL,16,1969
H0074,Allarajubavigudem,79.0378419935,16.9425816109,hamlets,56,P,NULL,1,1969
H0075,Allavada,78.13408,17.255509,hamlets,56,K,NULL,3,1987
H0076,Alma Tanda,77.943642,17.539757,hamlets,56,G,NULL,14,1969
H0077,Almaipet,78.096363,17.778357,hamlets,56,K,NULL,1,1968
H0078,Almaspuram,78.5918625604,18.0441857177,hamlets,56,J,NULL,12,1982
H0079,Alur,78.071211,17.33023,hamlets,56,K,NULL,3,1987
H0080,Alur,78.081735,17.547739,hamlets,56,K,NULL,2,1986
H0081,Alurkothar,78.063337,17.345856,hamlets,56,K,NULL,3,1987
H0082,Alwal,78.346035843,16.9916854029,hamlets,56,L,NULL,5,1969
H0083,Alwal,78.514202,17.498914,hamlets,56,K,NULL,11,1976
H0084,Alwal,78.512446,17.50204,hamlets,56,K,NULL,10,1975
H0085,Alwal,78.6793444693,18.0411935414,hamlets,56,J,NULL,12,1982
H0086,Alwanipalli,78.2114283289,16.7570706944,hamlets,56,L,NULL,1,1969
H0087,Amangal,78.5348272048,16.8515646038,hamlets,56,L,NULL,9,1970
H0088,Ambajipet,78.389441,17.994234,hamlets,56,K,NULL,5,1972
H0089,Ambarpet,78.637999,17.318989,hamlets,56,K,NULL,11,1976
H0090,Ambatapuram,78.0996032064,16.8494867075,hamlets,56,L,NULL,1,1969
H0091,Ambativanigudem,78.9204798769,16.6310252957,hamlets,56,L,NULL,14,1970
H0092,Amberpet,78.570759,17.777255,hamlets,56,K,NULL,9,1972
H0093,Ambhavi,79.0040367576,17.3059319821,hamlets,56,O,NULL,3,1987
H0094,Ambota Tanda,78.9400605692,16.7353864493,hamlets,56,L,NULL,14,1970
H0095,Amboth Tanda,78.81719832,17.04787641,hamlets,56,K,NULL,16,1967
H0096,Amdapuram,78.294966,17.27665,hamlets,56,K,NULL,7,1976
H0097,Amdoor,78.245995,17.629759,hamlets,56,K,NULL,2,1986
H0098,Aminpur,78.323574,17.524089,hamlets,56,K,NULL,6,1975
H0099,Amirpet,78.3433534052,17.1497376655,hamlets,56,K,SW,8,1967
H0100,Amirpet,78.447129,17.433051,hamlets,56,K,NULL,7,1976
H0101,Amlur,79.1299788561,16.8612030643,hamlets,56,P,NULL,1,1969
H0102,Ammagudem,79.2211743281,16.9252562054,hamlets,56,P,NULL,1,1969
H0103,Amman Bole,79.1314848395,17.5763112683,hamlets,56,O,NULL,2,1967
H0104,Ammapalli,78.2617464657,16.6822472283,hamlets,56,L,NULL,6,1969
H0105,Ammapalli,78.223628961,16.7714540084,hamlets,56,L,NULL,1,1969
H0106,Ammapalli,78.2157936927,16.7749239129,hamlets,56,L,NULL,1,1969
H0107,Ammapallu,78.217808476,16.7567348972,hamlets,56,L,NULL,1,1969
H0108,Ammapur,78.1934286556,16.938109363,hamlets,56,L,NULL,1,1969
H0109,Ammapuram,78.0474902893,16.9376411115,hamlets,56,L,NULL,1,1969
H0110,Ammuguda,78.538334,17.491188,hamlets,56,K,NULL,11,1976
H0111,Amradi Kalan,77.894409,17.563498,hamlets,56,G,NULL,14,1969
H0112,Amradi Khurd,77.876563,17.565779,hamlets,56,G,NULL,14,1969
H0113,Amsanpalli,78.240937,17.941647,hamlets,56,K,NULL,1,1968
H0114,Anajpur,78.7878304221,16.7453714656,hamlets,56,L,NULL,14,1970
H0115,Anajpur,78.696059,17.268663,hamlets,56,K,NULL,11,1976
H0116,Anajpur,78.90778476,17.45732943,hamlets,56,K,NULL,15,1967
H0117,aNANTAMMAGUDA,78.462669,17.464984,hamlets,56,K,NULL,7,1976
H0118,Anantaram,78.4989176955,16.5298375611,hamlets,56,L,NULL,6,1969
H0119,Anantaram,78.84390924,17.51201118,hamlets,56,K,NULL,14,1967
H0120,Anantasagar,78.487855,17.977622,hamlets,56,K,NULL,5,1972
H0121,Anantawaram,78.740711,17.390714,hamlets,56,K,NULL,11,1976
H0122,Anantgirlpalem,77.88576,17.342783,hamlets,56,G,NULL,15,1969
H0123,Ananthagiripalle,78.53477,17.808563,hamlets,56,K,NULL,9,1972
H0124,Anantharam,79.206627021,17.0285931337,hamlets,56,O,NULL,4,1987
H0125,Anantharam,78.664915,17.683953,hamlets,56,K,NULL,10,1975
H0126,Ananthasagar,77.95278,17.561383,hamlets,56,G,NULL,14,1969
H0127,Anantowaram,79.1813426615,17.5601952214,hamlets,56,O,NULL,2,1967
H0128,Anantsagar,78.070025,17.853741,hamlets,56,K,NULL,1,1968
H0129,Anarnpatla,78.83737992,17.46904617,hamlets,56,K,NULL,15,1967
H0130,Anaspuram,78.655025,17.947888,hamlets,56,K,NULL,9,1972
H0131,Andey,78.702003471,18.0501461762,hamlets,56,J,NULL,12,1982
H0132,Andole,78.080864,17.814189,hamlets,56,K,NULL,1,1968
H0133,Andugula,78.7711708353,16.7574549328,hamlets,56,L,NULL,13,1970
H0134,Andugula Tanda,78.7703436459,16.7815537167,hamlets,56,L,NULL,13,1970
H0135,Andugulapalli,78.275489,17.90418,hamlets,56,K,NULL,5,1972
H0136,Aneparti,79.2126485734,17.1247213368,hamlets,56,O,NULL,4,1987
H0137,Angadipet,78.373923,17.901542,hamlets,56,K,NULL,5,1972
H0138,Angadipeta,79.0840839121,16.7047911381,hamlets,56,P,NULL,2,1987
H0139,Angadipeta,79.0366495996,16.982560955,hamlets,56,P,NULL,1,1969
H0140,Angadipeta Tanda,79.0816565565,16.7084124686,hamlets,56,P,NULL,2,1987
H0141,Angadpet,78.070443,17.635728,hamlets,56,K,NULL,2,1986
H0142,Angaligundala Tanda,78.1136497025,16.9982462969,hamlets,56,L,NULL,1,1969
H0143,Anirguda,78.261213,17.326542,hamlets,56,K,NULL,7,1976
H0144,Anjunaga Tanda,78.91780212,17.0375823,hamlets,56,K,NULL,16,1967
H0145,Ankamonikunta,78.6154140294,16.7929579094,hamlets,56,L,NULL,9,1970
H0146,Ankanpalli,77.9052,17.646345,hamlets,56,G,NULL,14,1969
H0147,Ankireddigudem,78.9456327786,17.2559230915,hamlets,56,K,NULL,15,1967
H0148,Ankireddipalli,78.687167,17.561129,hamlets,56,K,NULL,10,1975
H0149,Ankireddipalli,78.615887,17.886323,hamlets,56,K,NULL,9,1972
H0150,Ankshalipur,78.727697,17.447718,hamlets,56,K,NULL,11,1976
H0151,Ankugudam,78.204485,17.213891,hamlets,56,K,NULL,4,1967
H0152,Annajigudam,78.52107024,17.06423787,hamlets,56,K,NULL,12,1967
H0153,Annaram,79.2280815422,16.8546906132,hamlets,56,P,NULL,1,1969
H0154,Annaram,78.181169,17.022045,hamlets,56,K,NULL,4,1967
H0155,Annaram,78.601992,17.361662,hamlets,56,K,NULL,11,1976
H0156,Annaram,78.527743,17.364856,hamlets,56,K,NULL,11,1976
H0157,Annaram,78.379021,17.632261,hamlets,56,K,NULL,6,1975
H0158,Annaram,78.1381235749,18.0199207971,hamlets,56,J,NULL,4,1981
H0159,Annasagaram,78.624427,17.685665,hamlets,56,K,NULL,10,1975
H0160,Annasdgaram,78.7930002,17.84377485,hamlets,56,K,NULL,13,1967
H0161,Annebainapalli,78.7594247461,16.8553390094,hamlets,56,L,NULL,13,1970
H0162,Annojiguda,78.657639,17.43188,hamlets,56,K,NULL,11,1976
H0163,Annual,78.87357216,17.64204516,hamlets,56,K,NULL,14,1967
H0164,Annual fair,78.80833692,17.67432798,hamlets,56,K,NULL,14,1967
H0165,Antaipalle,78.578394,17.55673,hamlets,56,K,NULL,10,1975
H0166,Antammagudem,78.8400918,17.28581976,hamlets,56,K,NULL,15,1967
H0167,Antampalli,77.975624,16.929666,hamlets,56,H,NULL,13,1987
H0168,Antampet,78.7836338219,16.7650099291,hamlets,56,L,NULL,13,1970
H0169,Antaram,78.3812502007,16.5909149683,hamlets,56,L,NULL,6,1969
H0170,Antaram,78.3505304771,16.8348414024,hamlets,56,L,NULL,5,1969
H0171,Antaram,78.156435,17.121824,hamlets,56,K,NULL,4,1967
H0172,Antaram,78.033323,17.324048,hamlets,56,K,NULL,3,1987
H0173,Antareddiguda,78.222348,17.122046,hamlets,56,K,NULL,4,1967
H0174,Antareddiguda,78.2586259186,17.135214187,hamlets,56,K,SW,8,1967
H0175,Antareddiguda,78.176825,17.211719,hamlets,56,K,NULL,4,1967
H0176,Antareddipalli,78.6730240397,16.7916579912,hamlets,56,L,NULL,9,1970
H0177,Antayapalli,78.308054,17.799442,hamlets,56,K,NULL,5,1972
H0178,Antdigudem,78.83949456,17.85981087,hamlets,56,K,NULL,13,1967
H0179,Anthappaguda,78.051685,17.39574,hamlets,56,K,NULL,3,1987
H0180,Antharam,78.393963,17.687509,hamlets,56,K,NULL,6,1975
H0181,Antharam,78.17795,17.854933,hamlets,56,K,NULL,1,1968
H0182,Antireddigudam,78.4209611209,17.2402342331,hamlets,56,K,SW,8,1967
H0183,Anumaspalli,78.5321117384,16.9903667133,hamlets,56,L,NULL,9,1970
H0184,Aphispeta,78.360046,17.487205,hamlets,56,K,NULL,7,1976
H0185,Appaipalle,78.574445,17.85659,hamlets,56,K,NULL,9,1972
H0186,Appaji Peta,79.1744852826,17.1077709473,hamlets,56,O,NULL,4,1987
H0187,Appajipalle,78.193554,17.972811,hamlets,56,K,NULL,1,1968
H0188,Appareddiguda,78.100627,17.091062,hamlets,56,K,NULL,4,1967
H0189,Appareddigudam,78.232544,17.122223,hamlets,56,K,NULL,4,1967
H0190,Appareddipalli,78.6861312534,16.7579203523,hamlets,56,L,NULL,9,1970
H0191,Appareddipalli,78.6761664967,16.8826556593,hamlets,56,L,NULL,9,1970
H0192,Appareddipalli Tanda,78.6855450912,16.8976614105,hamlets,56,L,NULL,9,1970
H0193,Apparreddipalli,79.1027206089,17.4046464144,hamlets,56,O,NULL,3,1987
H0194,Appateddiguda,78.2268150088,17.3167441067,hamlets,56,K,NULL,3,1987
H0195,Appjipalli,78.2282309264,16.640918663,hamlets,56,L,NULL,2,1969
H0196,Appojigudem,78.27609,17.37302,hamlets,56,K,NULL,7,1976
H0197,Areguam,79.0330709922,17.5562622897,hamlets,56,O,NULL,2,1967
H0198,Areguda,78.90428088,17.10079353,hamlets,56,K,NULL,16,1967
H0199,Aregudam,78.96020292,17.21464065,hamlets,56,K,NULL,16,1967
H0200,Aregudem,79.1478893486,16.9130713698,hamlets,56,P,NULL,1,1969
H0201,Aregudem,79.0725719452,17.2164391893,hamlets,56,O,NULL,4,1987
H0202,Aregundam,78.358102,17.914021,hamlets,56,K,NULL,5,1972
H0203,Arepali,78.709881,17.886842,hamlets,56,K,NULL,9,1972
H0204,Arkalgudem,78.521556,17.588929,hamlets,56,K,NULL,10,1975
H0205,Arkapalli,78.7680275156,16.8203764716,hamlets,56,L,NULL,13,1970
H0206,Arkatala,77.95428,17.454502,hamlets,56,G,NULL,15,1969
H0207,Arrur,79.0925267909,17.389488278,hamlets,56,O,NULL,3,1987
H0208,Arur,77.876468,17.632793,hamlets,56,G,NULL,14,1969
H0209,Arutla,78.76027476,17.13367899,hamlets,56,K,NULL,16,1967
H0210,Arutla,78.18992,17.62768,hamlets,56,K,NULL,2,1986
H0211,ASHOKNAGAR,78.489959,17.407134,hamlets,56,K,NULL,7,1976
H0212,Ashratabad,77.95738,17.633651,hamlets,56,G,NULL,14,1969
H0213,Asireddiapalli,78.7904167748,16.8059833764,hamlets,56,L,NULL,13,1970
H0214,Aspalliguda,78.124475,17.139289,hamlets,56,K,NULL,4,1967
H0215,Aswanigukda,78.99484356,17.30438577,hamlets,56,K,NULL,15,1967
H0216,Atmakur,79.1419541082,17.4719046969,hamlets,56,O,NULL,3,1987
H0217,Atmakur,77.935359,17.682695,hamlets,56,G,NULL,14,1969
H0218,Attapur,78.435805,17.368899,hamlets,56,K,NULL,7,1976
H0219,Attapur,77.979934,17.382568,hamlets,56,G,NULL,15,1969
H0220,Atteli,78.492041,17.647069,hamlets,56,K,NULL,6,1975
H0221,Attivelli,77.883105,17.386361,hamlets,56,G,NULL,15,1969
H0222,Aurangabad,78.2715704036,18.0774915334,hamlets,56,J,NULL,8,1978
H0223,Aurangabad Tanda,78.2942022306,18.0861756534,hamlets,56,J,NULL,8,1978
H0224,Aurwani,79.1603592519,17.1301742193,hamlets,56,O,NULL,4,1987
H0225,Ausalapalli,78.2885536787,18.0748061323,hamlets,56,J,NULL,8,1978
H0226,Ausanpalli,78.636201,17.764151,hamlets,56,K,NULL,9,1972
H0227,Aushapur,78.738435,17.458017,hamlets,56,K,NULL,11,1976
H0228,Avencha,78.2520319049,16.7107409851,hamlets,56,L,NULL,6,1969
H0229,Avencha,78.2496126775,16.7121150731,hamlets,56,L,NULL,2,1969
H0230,Avurpalli,78.6193728712,16.8640988861,hamlets,56,L,NULL,9,1970
H0231,Awancha,78.243785,17.710802,hamlets,56,K,NULL,2,1986
H0232,Ayawarpalli,78.3460410028,17.116954029,hamlets,56,K,SW,8,1967
H0233,Ayilapur,78.305579,17.542018,hamlets,56,K,NULL,6,1975
H0234,Ayodhyapur,78.087462,17.053694,hamlets,56,K,NULL,4,1967
H0235,Ayyavaripalli,78.2875544404,16.7155983426,hamlets,56,L,NULL,6,1969
H0236,Ayyawarigudam,78.61701564,17.04957237,hamlets,56,K,NULL,12,1967
H0237,Ayyawarupalli,78.096372,17.010387,hamlets,56,K,NULL,4,1967
H0238,Ayyawarupalli,78.074208,17.08264,hamlets,56,K,NULL,4,1967
H0239,Aziznagar,78.330338,17.337516,hamlets,56,K,NULL,7,1976
H0240,Azmapuram,79.0745921961,16.6162026397,hamlets,56,P,NULL,2,1987
H0241,Azmapuram,79.0707206581,16.6214098572,hamlets,56,P,NULL,2,1987
H0242,Babaguda,78.602392,17.594776,hamlets,56,K,NULL,10,1975
H0243,Babaipalli,78.81805404,17.88713001,hamlets,56,K,NULL,13,1967
H0244,Babulgaon,78.074829,17.19554,hamlets,56,K,NULL,4,1967
H0245,Babulgaon,77.912324,17.707576,hamlets,56,G,NULL,14,1969
H0246,Bacharam,77.817572,17.310539,hamlets,56,G,NULL,15,1969
H0247,Bacharam,78.692209,17.392749,hamlets,56,K,NULL,11,1976
H0248,Bachchannapet,79.0374808095,17.7889923475,hamlets,56,O,NULL,1,1968
H0249,Bachpalli,78.4394209798,17.0532803245,hamlets,56,K,SW,8,1967
H0250,Bachuguda,78.23772,17.562996,hamlets,56,K,NULL,2,1986
H0251,Bachuppala,79.2067411533,17.3551146293,hamlets,56,O,NULL,3,1987
H0252,Badampet,78.137109,17.746269,hamlets,56,K,NULL,2,1986
H0253,Badangipet,78.516885,17.308051,hamlets,56,K,NULL,11,1976
H0254,Badepalli,78.1459982037,16.7484913814,hamlets,56,L,NULL,2,1969
H0255,Badepalli,78.1495856754,16.7550559111,hamlets,56,L,NULL,1,1969
H0256,Badeshahguda,78.705901,17.498854,hamlets,56,K,NULL,11,1976
H0257,Badnapur,78.3951096456,16.8747561331,hamlets,56,L,NULL,5,1969
H0258,Badurpalle,78.438984,17.558354,hamlets,56,K,NULL,6,1975
H0259,Badvanagudem,78.8050855998,16.8634454653,hamlets,56,L,NULL,13,1970
H0260,bagampet,78.223232,17.620337,hamlets,56,K,NULL,2,1986
H0261,Bagiratpalli,78.391883,17.946955,hamlets,56,K,NULL,5,1972
H0262,Bagirthapalli,78.4679019226,18.1273070793,hamlets,56,J,NULL,8,1978
H0263,Bagvatguda,78.405719,17.337676,hamlets,56,K,NULL,7,1976
H0264,Bahadurguda,78.4045717396,17.2064319692,hamlets,56,K,SW,8,1967
H0265,Bahadurguda,78.547223,17.344497,hamlets,56,K,NULL,11,1976
H0266,Bahadurnagar,78.587682,17.953323,hamlets,56,K,NULL,9,1972
H0267,Bahadurpet,79.0460198019,17.6245303466,hamlets,56,O,NULL,2,1967
H0268,Bahadurpura,78.454994,17.354401,hamlets,56,K,NULL,7,1976
H0269,Baherapuram,78.6551206211,16.7556148053,hamlets,56,L,NULL,9,1970
H0270,Bairagiguda,78.372412,17.369799,hamlets,56,K,NULL,7,1976
H0271,Bairkhanpalli,78.3516536042,17.031006642,hamlets,56,K,SW,8,1967
H0272,Bajjigani Tanda,79.0608010812,16.8449754368,hamlets,56,P,NULL,1,1969
H0273,Bakapur,78.017948,17.283155,hamlets,56,K,NULL,3,1987
H0274,Bakaram,78.315583,17.287763,hamlets,56,K,NULL,7,1976
H0275,Bakshiguda,78.581274,17.45176,hamlets,56,K,NULL,11,1976
H0276,Balagani Tanda,78.87958779,16.7833735333,hamlets,56,L,NULL,13,1970
H0277,Balaji Temple,78.53962644,17.17544718,hamlets,56,K,NULL,12,1967
H0278,Balamupalli,78.94542024,17.52161022,hamlets,56,K,NULL,14,1967
H0279,Balanagar,78.1848960737,16.9507521519,hamlets,56,L,NULL,1,1969
H0280,Balanagar,78.454757,17.466879,hamlets,56,K,NULL,7,1976
H0281,Balapur,78.503911,17.30861,hamlets,56,K,NULL,11,1976
H0282,Balareddlguda,78.010695,17.457674,hamlets,56,K,NULL,3,1987
H0283,Balegonal Tanda,78.9824055835,16.7436254522,hamlets,56,L,NULL,14,1970
H0284,Balijiwanibhawi,78.89092632,17.18470431,hamlets,56,K,NULL,16,1967
H0285,Baljagudem,78.80952492,17.80486173,hamlets,56,K,NULL,13,1967
H0286,Baljeguda,77.887894,17.345391,hamlets,56,G,NULL,15,1969
H0287,Baljiguda,78.684504,17.337941,hamlets,56,K,NULL,11,1976
H0288,Ballaram,78.2883659113,18.0012529397,hamlets,56,J,NULL,8,1978
H0289,Balligutta Tanda,78.6237282,17.01074961,hamlets,56,K,NULL,12,1967
H0290,Balsulapalli,78.4841964197,16.8263957561,hamlets,56,L,NULL,5,1969
H0291,Bamankunta,78.304517,17.564928,hamlets,56,K,NULL,6,1975
H0292,Bamanpalli,78.311541,17.797747,hamlets,56,K,NULL,5,1972
H0293,Bamdram,78.457922,17.890673,hamlets,56,K,NULL,5,1972
H0294,Banalagudem,79.1918031116,16.7726752247,hamlets,56,P,NULL,1,1969
H0295,Banda Posanpall,78.328867,17.948515,hamlets,56,K,NULL,5,1972
H0296,Banda Somaram,78.98319612,17.48872476,hamlets,56,K,NULL,15,1967
H0297,Banda Timapuram,78.9805048944,16.7828220738,hamlets,56,L,NULL,13,1970
H0298,Bandakindi Palle,78.702992,17.607604,hamlets,56,K,NULL,10,1975
H0299,Bandalemur,78.79805712,17.09072208,hamlets,56,K,NULL,16,1967
H0300,Bandamadharam,78.429618,17.646745,hamlets,56,K,NULL,6,1975
H0301,Bandamkammu,78.318329,17.510941,hamlets,56,K,NULL,6,1975
H0302,Bandapalli,78.97121856,17.88172542,hamlets,56,K,NULL,13,1967
H0303,Bandaram,78.584511,17.975545,hamlets,56,K,NULL,9,1972
H0304,Bandaravirala,78.720711,17.390075,hamlets,56,K,NULL,11,1976
H0305,Bandiagudn,79.2001790899,17.6454601212,hamlets,56,O,NULL,2,1967
H0306,Bandiguda,78.626582,17.499383,hamlets,56,K,NULL,11,1976
H0307,Bandla Tanda,78.9848501374,16.676955798,hamlets,56,L,NULL,14,1970
H0308,Bandlaghuda,78.571255,17.369686,hamlets,56,K,NULL,11,1976
H0309,Bandlaguda,78.46409,17.313465,hamlets,56,K,NULL,7,1976
H0310,Bandlaguda,78.393069,17.350279,hamlets,56,K,NULL,7,1976
H0311,Bandlaguda,78.280545,17.528738,hamlets,56,K,NULL,6,1975
H0312,Bandlagudem,78.9691999729,16.9075622323,hamlets,56,L,NULL,13,1970
H0313,Bandoniguda,78.231214,17.189822,hamlets,56,K,NULL,4,1967
H0314,Bandonipalli,78.5773346981,16.7560532952,hamlets,56,L,NULL,9,1970
H0315,Banduminipalle,78.1132189834,16.7867767986,hamlets,56,L,NULL,1,1969
H0316,Bangaliguda,78.324749,17.32404,hamlets,56,K,NULL,7,1976
H0317,Bangarampalli,77.999314,16.921283,hamlets,56,H,NULL,13,1987
H0318,Bangarampalli,78.0001968937,16.9217205625,hamlets,56,L,NULL,1,1969
H0319,Bangarigadda,79.0169336097,16.9835778696,hamlets,56,P,NULL,1,1969
H0320,Bangulur,78.57990288,17.22790926,hamlets,56,K,NULL,12,1967
H0321,Banjar Tanda,78.4216867136,17.1133301314,hamlets,56,K,SW,8,1967
H0322,Banjarbhavi,79.1517457483,17.5462393808,hamlets,56,O,NULL,2,1967
H0323,Banjarpalli,78.737885,17.962361,hamlets,56,K,NULL,9,1972
H0324,Banjarpalli,78.653844,17.991267,hamlets,56,K,NULL,9,1972
H0325,Banjarpalli,78.748912,17.997726,hamlets,56,K,NULL,9,1972
H0326,Bansiguda,78.2517109714,17.0915744757,hamlets,56,K,SW,8,1967
H0327,Bansigudam,78.247704,17.09483,hamlets,56,K,NULL,4,1967
H0328,Bantapalli,78.366671,17.661944,hamlets,56,K,NULL,6,1975
H0329,BAPUJINAGAR,78.483232,17.465979,hamlets,56,K,NULL,7,1976
H0330,BARAHGALLI,78.461153,17.363024,hamlets,56,K,NULL,7,1976
H0331,Barampet,78.398677,17.559815,hamlets,56,K,NULL,6,1975
H0332,Barkatpalle,77.85967572,17.22903066,hamlets,56,G,NULL,16,1969
H0333,Barkatpalli,78.5685094323,16.7712494629,hamlets,56,L,NULL,9,1970
H0334,Barmajiguda,78.460101,17.660815,hamlets,56,K,NULL,6,1975
H0335,Barsapet,78.545027,17.526332,hamlets,56,K,NULL,10,1975
H0336,Barwad,77.796376,17.449239,hamlets,56,G,NULL,15,1969
H0337,Basantapuram,78.94575,17.7031881,hamlets,56,K,NULL,14,1967
H0338,BASHIRBAGH,78.474372,17.399506,hamlets,56,K,NULL,7,1976
H0339,Basireddipalli,79.0571048446,17.8131908304,hamlets,56,O,NULL,1,1968
H0340,Baspalli,78.363948,17.536308,hamlets,56,K,NULL,6,1975
H0341,Basreddipalle,77.92762032,17.21061216,hamlets,56,G,NULL,16,1969
H0342,Basreddipalli,77.91541,17.736603,hamlets,56,G,NULL,14,1969
