sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon,po_code
969,PO_969,Thondupalli -509325,509325,postoffice,7,17.24048,78.36201,251443
970,PO_970,Thummalapally -509207,509207,postoffice,7,17.13429,78.01465,284949
971,PO_971,Veerlapally -509325,509325,postoffice,7,17.13255,78.22307,243376
972,PO_972,Venkatapur -501504,501504,postoffice,7,17.18287,78.14346,225612
973,PO_973,Adibatla -501510,501510,postoffice,7,17.23236,78.54116,237398
974,PO_974,Agapalli -501506,501506,postoffice,7,17.12645,78.66913,240625
975,PO_975,Akulamailaram -501509,501509,postoffice,7,17.06731,78.5737,220800
976,PO_976,Ammapur Bo -509340,509340,postoffice,7,16.83984,78.1519,175652
977,PO_977,Anajpur -501512,501512,postoffice,7,17.2697,78.69353,261907
978,PO_978,Antharam,,postoffice,7,16.83592,78.34892,265807
979,PO_979,Arutla -501508,501508,postoffice,7,17.13026,78.75699,248271
980,PO_980,Badangpet B.O -500058,500058,postoffice,7,17.30517,78.52544,295425
981,PO_981,Chandradana,,postoffice,7,16.85557,78.39004,246476
982,PO_982,Chandradhana,,postoffice,7,16.85546,78.39004,267721
983,PO_983,Cheepununthalaboa/woman Gaps I -509321,509321,postoffice,7,16.90402,78.44459,244219
984,PO_984,Cherlapatelguda -501506,501506,postoffice,7,17.16758,78.63369,239682
985,PO_985,Cherlapatelguda -501506,501506,postoffice,7,17.16762,78.63364,239707
986,PO_986,Chinthapatla -501509,501509,postoffice,7,17.01314,78.71022,222256
987,PO_987,Chippalapalli -501359,501359,postoffice,7,17.04781,78.39712,262412
988,PO_988,Choutuppal -508252,508252,postoffice,7,17.25848,78.89914,181927
989,PO_989,Chowdarpally -501509,501509,postoffice,7,17.06263,78.65232,221369
990,PO_990,Chukkapurboa/wamangalso -509321,509321,postoffice,7,16.88062,78.46725,243950
991,PO_991,Dandumailaram -501508,501508,postoffice,7,17.23494,78.75972,249592
992,PO_992,Dandumalkapur -508252,508252,postoffice,7,17.27457,78.79694,336542
993,PO_993,Debbadaguda -501359,501359,postoffice,7,17.04906,78.49539,264657
994,PO_994,Devulamma Nagaram -508252,508252,postoffice,7,17.24296,78.84571,336271
995,PO_995,Edganpally Bo -509302,509302,postoffice,7,16.84619,78.21183,218344
996,PO_996,Ekvaipally -509358,509358,postoffice,7,16.92725,78.564,244433
997,PO_997,Eliminedu -501506,501506,postoffice,7,17.14577,78.59302,239922
998,PO_998,Fathepur Bo -509340,509340,postoffice,7,16.84143,78.15055,174212
999,PO_999,Gudimalkapur -508253,508253,postoffice,7,17.20697,78.89535,330746
1000,PO_1000,Gummadavalli -501506,501506,postoffice,7,17.13087,78.57371,240185
1001,PO_1001,Gungal -501506,501506,postoffice,7,17.10594,78.66888,240683
1002,PO_1002,Gurukunta Bo -509340,509340,postoffice,7,16.83984,78.1519,175853
1003,PO_1003,Ibrahimpatnam -501506,501506,postoffice,7,17.19738,78.65051,171996
1004,PO_1004,Ippatoor Bo -509340,509340,postoffice,7,16.84143,78.15055,174800
1005,PO_1005,Japal -501508,501508,postoffice,7,17.12046,78.71962,248280
1006,PO_1006,Julapally,,postoffice,7,16.85773,78.35896,265258
1007,PO_1007,Kadthal -509358,509358,postoffice,7,16.9854,78.50112,171681
1008,PO_1008,Kadthal -509358,509358,postoffice,7,16.98549,78.50098,171633
1009,PO_1009,Kadthal -509358,509358,postoffice,7,16.9853,78.50113,171705
1010,PO_1010,Kadthal -509358,509358,postoffice,7,16.98555,78.50101,244652
1011,PO_1011,Kakarlapad Bo -509340,509340,postoffice,7,16.83984,78.1519,174091
1012,PO_1012,Kandukoor -501359,501359,postoffice,7,17.065,78.48816,264318
1013,PO_1013,Kappapahad -501506,501506,postoffice,7,17.14014,78.61861,239775
1014,PO_1014,Karkalpahad B O -509358,509358,postoffice,7,16.92693,78.52234,243366
1015,PO_1015,Karkalpahad B O -509358,509358,postoffice,7,16.92685,78.52232,243308
1016,PO_1016,Karkonda Bo -509340,509340,postoffice,7,16.83984,78.1519,174370
1017,PO_1017,Karkonda Bo -509340,509340,postoffice,7,16.83984,78.1519,174387
1018,PO_1018,Karoor Bo -509340,509340,postoffice,7,16.84143,78.15055,175168
1019,PO_1019,Karoor.B.O -509340,509340,postoffice,7,16.86936,78.10398,174898
1020,PO_1020,Keshampet -509408,509408,postoffice,7,16.9545,78.34853,183242
1021,PO_1021,Khanapuram -509321,509321,postoffice,7,16.8559,78.46602,243543
1022,PO_1022,Khanapuram -509321,509321,postoffice,7,16.85587,78.46603,243432
1023,PO_1023,Khanapuram -509321,509321,postoffice,7,16.85587,78.46603,243502
1024,PO_1024,Khanapuramboa/wamangalso -509321,509321,postoffice,7,16.85592,78.46604,243664
1025,PO_1025,Kodgal Bo -509302,509302,postoffice,7,16.82806,78.22811,288603
1026,PO_1026,Koheda -501511,501511,postoffice,7,17.28233,78.63594,260796
1027,PO_1027,Konapur -509358,509358,postoffice,7,16.90199,78.55089,243992
1028,PO_1028,Konapur B O -509358,509358,postoffice,7,16.90201,78.55094,243518
1029,PO_1029,Kondapur Bo -509340,509340,postoffice,7,16.84143,78.15055,176171
1030,PO_1030,Kongarakalan -501510,501510,postoffice,7,17.19999,78.55003,236873
1031,PO_1031,Kongaravirala -501510,501510,postoffice,7,17.21742,78.51146,237176
1032,PO_1032,Kothapalli Bo -501509,501509,postoffice,7,16.97339,78.67881,226025
1033,PO_1033,Koyyalagudem -508252,508252,postoffice,7,17.25409,78.84589,336409
1034,PO_1034,Kucherkal -509202,509202,postoffice,7,16.88271,78.16783,243155
1035,PO_1035,Kuchur Bo -509340,509340,postoffice,7,16.83984,78.1519,174671
1036,PO_1036,Kurmidda Bo -501509,501509,postoffice,7,17.03301,78.57388,220237
1037,PO_1037,Lemur -501359,501359,postoffice,7,17.13782,78.51509,268618
1038,PO_1038,Lingampalli Bo -509340,509340,postoffice,7,16.83984,78.1519,175538
1039,PO_1039,Lingampally -501508,501508,postoffice,7,17.15991,78.72184,246527
1040,PO_1040,Lingampally -501508,501508,postoffice,7,17.15991,78.72184,246369
1041,PO_1041,Lingojigudem -508252,508252,postoffice,7,17.25982,78.93395,334658
1042,PO_1042,Madhapur -501506,501506,postoffice,7,17.12917,78.58085,239999
1043,PO_1043,Madhulapur -509202,509202,postoffice,7,16.96022,78.26811,261932
1044,PO_1044,Maisaram -501359,501359,postoffice,7,17.13263,78.4355,260609
1045,PO_1045,Manchal -501508,501508,postoffice,7,17.16168,78.72157,248330
1046,PO_1046,Mangalpally -501510,501510,postoffice,7,17.21039,78.59437,236516
1047,PO_1047,Mankhal -501359,501359,postoffice,7,17.20123,78.4696,178257
1048,PO_1048,Mankhal -501359,501359,postoffice,7,17.20128,78.46965,195470
1049,PO_1049,Medipally Bo -501509,501509,postoffice,7,17.00123,78.64734,225403
1050,PO_1050,Meerkhanpet Bo -501509,501509,postoffice,7,17.04747,78.57488,220678
1051,PO_1051,Mondigowrelli Bo -501509,501509,postoffice,7,17.03506,78.70334,222092
1052,PO_1052,Mucherla -509358,509358,postoffice,7,17.0152,78.51471,244990
1053,PO_1053,Mudvinboa/wamangalso -509321,509321,postoffice,7,16.9076,78.60519,247919
1054,PO_1054,Nadergul -501510,501510,postoffice,7,17.27374,78.54213,237610
1055,PO_1055,Nallavelli Bo -501509,501509,postoffice,7,17.00156,78.73229,222375
1056,PO_1056,Nandi Wanaparti -501509,501509,postoffice,7,17.04477,78.63542,224820
1057,PO_1057,Narayanapur -508253,508253,postoffice,7,17.16217,78.88196,226266
1058,PO_1058,Narayanapur -508253,508253,postoffice,7,17.16217,78.88197,226240
1059,PO_1059,Nazdik Singaram Bo -501509,501509,postoffice,7,17.04053,78.60709,224947
1060,PO_1060,Nedunoor -501359,501359,postoffice,7,17.03677,78.45077,263756
1061,PO_1061,Pahadishareef B.O -500005,500005,postoffice,7,17.27204,78.47201,280912
1062,PO_1062,Peepal Pahad -508252,508252,postoffice,7,17.22069,78.84823,336420
1063,PO_1063,Pocharam -501506,501506,postoffice,7,17.177,78.60257,240960
1064,PO_1064,Polkampally -501508,501508,postoffice,7,17.23195,78.69017,249967
1065,PO_1065,Pomal Pally -509202,509202,postoffice,7,16.95086,78.2863,263269
1066,PO_1066,Pomalpally -509202,509202,postoffice,7,16.98174,78.27377,263303
1067,PO_1067,Pulimamidi -501359,501359,postoffice,7,17.06551,78.41989,261349
1068,PO_1068,Rachuloor -501359,501359,postoffice,7,17.1159,78.53751,267925
1069,PO_1069,Ragannaguda X Roads -501510,501510,postoffice,7,17.27572,78.58865,183508
1070,PO_1070,Raipole So -501508,501508,postoffice,7,17.20464,78.71503,171733
1071,PO_1071,Rajapur -509202,509202,postoffice,7,16.84903,78.15927,242952
1072,PO_1072,Ramdaspally -501510,501510,postoffice,7,17.23524,78.63019,240693
1073,PO_1073,Ramdaspally -501510,501510,postoffice,7,17.23543,78.63048,238147
1074,PO_1074,Ramoji Film City -501512,501512,postoffice,7,17.26287,78.68347,169669
1075,PO_1075,Ajjamarry -502314,502314,postoffice,7,17.82457,78.11154,300216
1076,PO_1076,Ramoji Film City -501512,501512,postoffice,7,17.25927,78.67871,198043
1077,PO_1077,Akkannapet -502115,502115,postoffice,7,18.11451,78.39958,178144
1078,PO_1078,Rampur,,postoffice,7,16.84966,78.40537,266789
1079,PO_1079,Aksanpally -502270,502270,postoffice,7,17.81994,77.97979,306154
1080,PO_1080,Rampur -509357,509357,postoffice,7,16.84969,78.40548,267150
1081,PO_1081,Rangapur -501508,501508,postoffice,7,17.09034,78.71524,248278
1082,PO_1082,Amsanpalli,,postoffice,7,17.94242,78.23956,176449
1083,PO_1083,Rangareddyguda -509202,509202,postoffice,7,16.90161,78.18009,273194
1084,PO_1084,Andole -502273,502273,postoffice,7,17.81686,78.07602,165712
1085,PO_1085,Rangareddyguda -509202,509202,postoffice,7,16.90504,78.17997,242780
1086,PO_1086,Rci -500069,500069,postoffice,7,17.26423,78.48576,178106
1087,PO_1087,Sheriguda -501510,501510,postoffice,7,17.21052,78.61904,240836
1088,PO_1088,Siddapur -509228,509228,postoffice,7,17.05774,78.3529,254685
1089,PO_1089,Ausulapalli,,postoffice,7,18.07538,78.28702,177905
1090,PO_1090,Talakondapallyboa/wamangalso -509321,509321,postoffice,7,16.88607,78.4161,244799
1091,PO_1091,Bacharam,,postoffice,7,18.00745,78.07245,196305
1092,PO_1092,Talakondapallyboa/wamangalso -509321,509321,postoffice,7,16.88601,78.41612,244530
1093,PO_1093,Baswapur -503101,503101,postoffice,7,18.15617,78.41801,193075
1094,PO_1094,Talakondapallyboa/wamangalso -509321,509321,postoffice,7,16.88607,78.4161,244758
1095,PO_1095,Baswapur -502293,502293,postoffice,7,17.76932,77.98538,173965
1096,PO_1096,Talakondapallyboa/wamangalso -509321,509321,postoffice,7,16.88601,78.41612,244556
1097,PO_1097,Baswapur -502293,502293,postoffice,7,17.76932,77.98538,173974
1098,PO_1098,Talakondapallyboa/wamangalso -509321,509321,postoffice,7,16.88602,78.41614,244572
1099,PO_1099,Baswapur -502293,502293,postoffice,7,17.7694,77.98529,173904
1100,PO_1100,Talakondapallyboa/wamangalso -509321,509321,postoffice,7,16.88602,78.41614,244584
1101,PO_1101,Bhiknoor -503101,503101,postoffice,7,18.19186,78.40192,190348
1102,PO_1102,Tatiparthy -501509,501509,postoffice,7,17.00285,78.59623,220390
1103,PO_1103,Bhinoor.Rs -503101,503101,postoffice,7,18.16328,78.399,193850
1104,PO_1104,Thadlapalliguda -501508,501508,postoffice,7,17.18828,78.73753,246545
1105,PO_1105,Bhoguda Bhupathipur,,postoffice,7,18.09905,78.22657,192384
1106,PO_1106,Thimmapur -501506,501506,postoffice,7,17.12897,78.55872,240077
1107,PO_1107,Thirumalapur Bo -509340,509340,postoffice,7,16.84143,78.15055,175383
1108,PO_1108,Toolkalan -501509,501509,postoffice,7,17.101,78.62985,221163
1109,PO_1109,Bodmatpally Bo -502269,502269,postoffice,7,17.94123,77.98333,284880
1110,PO_1110,Toolkhurd Bo -501509,501509,postoffice,7,17.08323,78.61324,221028
1111,PO_1111,Bodmatpally Bo -502269,502269,postoffice,7,17.94123,77.98333,284913
1112,PO_1112,Torrur -501511,501511,postoffice,7,17.29144,78.61176,261028
1113,PO_1113,Bodmatpally Bo -502269,502269,postoffice,7,17.94123,77.98333,286462
1114,PO_1114,Turkayamzal -501510,501510,postoffice,7,17.26831,78.57648,237714
1115,PO_1115,Vinjapur -501510,501510,postoffice,7,17.29955,78.58381,240698
1116,PO_1116,Bujrampet,,postoffice,7,17.91702,78.13921,188372
1117,PO_1117,Vittaipallyboa/wamangalso -509321,509321,postoffice,7,16.87907,78.52917,254621
1118,PO_1118,Vittaipallyboa/wamangalso -509321,509321,postoffice,7,16.87907,78.52917,254633
1119,PO_1119,Chandur -502314,502314,postoffice,7,17.8749,78.10083,302127
1120,PO_1120,Yacharam S.O. -501509,501509,postoffice,7,17.04237,78.6646,172648
1121,PO_1121,Yanmangandla Bo -509340,509340,postoffice,7,16.83984,78.1519,175983
1122,PO_1122,Chilapched -502314,502314,postoffice,7,17.8701,78.11787,303624
1123,PO_1123,Yemaji Pur -509202,509202,postoffice,7,16.94621,78.24995,263769
1124,PO_1124,Yemajipur -509202,509202,postoffice,7,16.9823,78.28403,263818
1125,PO_1125,Chintakunta -502270,502270,postoffice,7,17.88059,78.06387,305696
1126,PO_1126,Aipoor -508114,508114,postoffice,7,17.20087,78.99138,186971
1127,PO_1127,Chitkul -502270,502270,postoffice,7,17.89456,78.0974,171001
1128,PO_1128,Aipoor -508114,508114,postoffice,7,17.20078,78.99128,187026
1129,PO_1129,Dakoor -502270,502270,postoffice,7,17.82629,78.02871,306205
1130,PO_1130,Dakoor -502270,502270,postoffice,7,17.82633,78.02874,171300
1131,PO_1131,Dakoor -502270,502270,postoffice,7,17.82638,78.02852,171202
1132,PO_1132,Akuthotapallyboa/wamangalso -509321,509321,postoffice,7,16.91929,78.64416,248169
1133,PO_1133,Dakoor -502270,502270,postoffice,7,17.82632,78.02881,171159
1134,PO_1134,Anneaparthy -508254,508254,postoffice,7,17.12615,79.21425,197239
1135,PO_1135,Aourpallyboa/wamangalso -509321,509321,postoffice,7,16.86454,78.6168,248233
1136,PO_1136,Dhanoora -502302,502302,postoffice,7,17.93387,78.04545,188394
1137,PO_1137,Aourpallyboa/wamangalso -509321,509321,postoffice,7,16.86454,78.6168,248206
1138,PO_1138,Elakurthi -502302,502302,postoffice,7,17.97001,78.07443,188393
1139,PO_1139,Apparedsypally Bpo -509327,509327,postoffice,7,16.88319,78.67405,243004
1140,PO_1140,Faizabad -502314,502314,postoffice,7,17.84413,78.12171,301064
1141,PO_1141,Bodangaparthi,,postoffice,7,17.03931,79.04751,184857
1142,PO_1142,Fareedpur,,postoffice,7,18.07665,78.19957,192494
1143,PO_1143,Gadi Peddapur -502270,502270,postoffice,7,17.89881,77.98041,323535
1144,PO_1144,Bottuguda -508001,508001,postoffice,7,17.05395,79.27138,164188
1145,PO_1145,Bottuguda -508001,508001,postoffice,7,17.05398,79.27131,164173
1146,PO_1146,Brahmana Vellemla -508114,508114,postoffice,7,17.15889,79.13823,199838
1147,PO_1147,Bramanapally -509327,509327,postoffice,7,16.83445,78.73395,243730
1148,PO_1148,Gangapur,,postoffice,7,18.12529,78.3218,192304
1149,PO_1149,Camera Bo -508245,508245,postoffice,7,16.92905,78.9413,191653
1150,PO_1150,Chalmeda -508253,508253,postoffice,7,17.12103,78.95994,327961
1151,PO_1151,Chamalapally -508256,508256,postoffice,7,16.90791,79.02465,181641
1152,PO_1152,Chandur S.O -508255,508255,postoffice,7,16.98188,79.06037,172913
1153,PO_1153,H Ghanpur -502113,502113,postoffice,7,18.0847,78.26279,192341
1154,PO_1154,Charikondaboa/wamangalso -509321,509321,postoffice,7,16.91931,78.64427,247963
1155,PO_1155,Cheekatimamidi -508244,508244,postoffice,7,17.09784,79.02006,353264
1156,PO_1156,Chervugattu -508254,508254,postoffice,7,17.17729,79.21497,197132
1157,PO_1157,Jogipet Lsg So -502270,502270,postoffice,7,17.83675,78.07169,169569
1158,PO_1158,Chillapur -508253,508253,postoffice,7,17.06604,78.89709,335548
1159,PO_1159,Chityala -508114,508114,postoffice,7,17.23348,79.1256,188596
1160,PO_1160,Kachapur -503101,503101,postoffice,7,18.19857,78.45395,229088
1161,PO_1161,Chityala S.O -508114,508114,postoffice,7,17.23316,79.12554,172766
1162,PO_1162,Kadloor,,postoffice,7,17.95918,77.99852,188398
1163,PO_1163,Clock Tower S.O(nalgonda) -508001,508001,postoffice,7,17.06122,79.27415,170726
1164,PO_1164,Dbpally -508245,508245,postoffice,7,16.95142,78.92901,191518
1165,PO_1165,Kanigal Ghanpur,,postoffice,7,17.97097,78.1592,188370
1166,PO_1166,Domalapalli,,postoffice,7,17.08053,79.13842,330658
1167,PO_1167,Katriyal,,postoffice,7,18.15249,78.35113,207998
1168,PO_1168,Khadirabad -502270,502270,postoffice,7,17.82924,77.9116,319730
1169,PO_1169,Kodpak,,postoffice,7,17.98027,78.13971,196306
1170,PO_1170,Gadiagouraram B.O -508250,508250,postoffice,7,16.83765,78.85403,298501
1171,PO_1171,Gattuppal -508253,508253,postoffice,7,17.07369,78.91918,335538
1172,PO_1172,Kothapalli -502331,502331,postoffice,7,18.05027,78.15604,196326
1173,PO_1173,Gujja -508253,508253,postoffice,7,17.14603,78.96647,327948
1174,PO_1174,Kowdipally -502316,502316,postoffice,7,17.89819,78.20629,297231
1175,PO_1175,Gundrampalli -508114,508114,postoffice,7,17.23344,78.98504,186534
1176,PO_1176,Kuchanpally -502130,502130,postoffice,7,18.06581,78.22921,192500
1177,PO_1177,Indurthy -508245,508245,postoffice,7,17.00479,78.90585,196558
1178,PO_1178,Kulcharam -502381,502381,postoffice,7,17.95619,78.19955,176447
1179,PO_1179,Injamoor B.O -508250,508250,postoffice,7,16.85427,78.8135,300942
1180,PO_1180,Jai Kesaram -508252,508252,postoffice,7,17.31054,78.96777,334925
1181,PO_1181,Kusangi -502270,502270,postoffice,7,17.89961,78.03797,305716
1182,PO_1182,Janampalli -508113,508113,postoffice,7,17.2844,79.12869,176769
1183,PO_1183,Laxmapur -502115,502115,postoffice,7,18.13143,78.36376,165892
1184,PO_1184,Jangaon -508253,508253,postoffice,7,17.11236,78.89956,335559
1185,PO_1185,Laxmapur -502115,502115,postoffice,7,18.13143,78.3638,169582
1186,PO_1186,Kaparthykhurd -508114,508114,postoffice,7,17.18485,79.0458,187877
1187,PO_1187,Laxminagar,,postoffice,7,18.04033,78.17474,196328
1188,PO_1188,Khudabaksh Pally -508245,508245,postoffice,7,17.02966,78.83757,196584
1189,PO_1189,Khudabaksh Pally -508245,508245,postoffice,7,17.02966,78.83757,196573
1190,PO_1190,Lonikhurdu,,postoffice,7,17.75313,77.83885,234733
1191,PO_1191,Khudabaksh Pally -508245,508245,postoffice,7,17.02966,78.83757,196746
1192,PO_1192,Kistapuram,,postoffice,7,17.17353,79.01849,187658
1193,PO_1193,Machavaram -502109,502109,postoffice,7,18.01601,78.24018,176432
1194,PO_1194,Kolkolpally -509327,509327,postoffice,7,16.88315,78.6741,243196
1195,PO_1195,Maddulwai -502130,502130,postoffice,7,18.06845,78.24507,192507
1196,PO_1196,Kompallu -508244,508244,postoffice,7,17.0998,79.00019,353282
1197,PO_1197,Maktha Bhupathipur,,postoffice,7,18.05355,78.31884,291260
1198,PO_1198,Kondapur -508244,508244,postoffice,7,17.05471,78.9905,353265
1199,PO_1199,Makthakyasaram,,postoffice,7,17.76511,77.88008,194716
1200,PO_1200,Koratikal,,postoffice,7,17.03281,79.09879,330616
1201,PO_1201,Kuramapally B.O 508250 -508250,508250,postoffice,7,16.8842,78.79466,301375
1202,PO_1202,Kurmedu B.O -508250,508250,postoffice,7,16.88168,78.74745,301830
1203,PO_1203,Manthoor -502293,502293,postoffice,7,17.7928,77.9325,171799
1204,PO_1204,Manthoor -502293,502293,postoffice,7,17.7968,77.93199,171744
1205,PO_1205,Lenkala Pally -508245,508245,postoffice,7,16.98756,78.94994,193089
1206,PO_1206,Marvelly -502270,502270,postoffice,7,17.85914,77.93932,319672
1207,PO_1207,Lohepally -508245,508245,postoffice,7,17.04071,78.83199,196646
1208,PO_1208,Lohepally -508245,508245,postoffice,7,17.04071,78.83199,196688
1209,PO_1209,Lohepally -508245,508245,postoffice,7,17.04074,78.83202,197051
1210,PO_1210,Medak Busstand Tso -502110,502110,postoffice,7,18.04156,78.26093,317388
1211,PO_1211,Madanapur B.Of -508250,508250,postoffice,7,16.92787,78.73843,304282
1212,PO_1212,Medak Head Post Office -502110,502110,postoffice,7,18.04897,78.26753,161378
1213,PO_1213,Madgul -509327,509327,postoffice,7,16.84898,78.68891,244402
1214,PO_1214,Medak Town Tso -502110,502110,postoffice,7,18.04669,78.25825,291279
1215,PO_1215,Madha Yadavally -508254,508254,postoffice,7,17.21655,79.20954,196881
1216,PO_1216,Mandra,,postoffice,7,17.25162,79.18997,184754
1217,PO_1217,Mudimanikyam -502273,502273,postoffice,7,17.76712,78.00604,167624
1218,PO_1218,Manyamchelka Tso -508001,508001,postoffice,7,17.05077,79.27522,164282
1219,PO_1219,Marriguda -508245,508245,postoffice,7,16.9402,78.8602,181955
1220,PO_1220,Munugode -508244,508244,postoffice,7,17.07658,79.07428,328790
1221,PO_1221,Munugode -508244,508244,postoffice,7,17.07652,79.07419,181073
1222,PO_1222,Muslapur -502269,502269,postoffice,7,17.92029,77.98036,316516
1223,PO_1223,Munugode So -508244,508244,postoffice,7,17.07652,79.07426,311629
1224,PO_1224,Nagapuram -502113,502113,postoffice,7,18.12375,78.25993,192368
1225,PO_1225,Nagsanpalli,,postoffice,7,18.00892,78.15953,196312
1226,PO_1226,Neradigunta -502270,502270,postoffice,7,17.8541,78.00429,305870
1227,PO_1227,Nalgonda Head Post Office -508001,508001,postoffice,7,17.05222,79.26463,163520
1228,PO_1228,Nampalli -508373,508373,postoffice,7,16.8856,78.95913,172048
1229,PO_1229,Nidzapla -502270,502270,postoffice,7,17.84865,77.87662,320575
1230,PO_1230,Nampally S.O -508373,508373,postoffice,7,16.88559,78.95923,294536
1231,PO_1231,Paithara -502381,502381,postoffice,7,17.96475,78.09387,188392
1232,PO_1232,Narketpalli S.Ow -508254,508254,postoffice,7,17.20528,79.19512,172370
1233,PO_1233,Palvancha,,postoffice,7,17.94444,78.03082,188395
1234,PO_1234,Narketpally -508254,508254,postoffice,7,17.20527,79.19516,196798
1235,PO_1235,Narsinghabhatla -508244,508244,postoffice,7,17.03183,79.13292,328759
1236,PO_1236,Pathur -502113,502113,postoffice,7,18.09165,78.3181,177980
1237,PO_1237,Nemmani -508254,508254,postoffice,7,17.23224,79.22554,196975
1238,PO_1238,Nerada -508114,508114,postoffice,7,17.18435,79.12571,179062
1239,PO_1239,Perur -502109,502109,postoffice,7,18.02594,78.21712,196335
1240,PO_1240,Neralla Pally -508245,508245,postoffice,7,16.93758,78.9709,191853
1241,PO_1241,Podichanpally -502125,502125,postoffice,7,18.05358,78.19172,196209
1242,PO_1242,Neralla Pally -508245,508245,postoffice,7,16.93758,78.9709,191841
1243,PO_1243,Posanipet -502270,502270,postoffice,7,17.85567,78.07929,173748
1244,PO_1244,Old Abadi Tso -508001,508001,postoffice,7,17.05311,79.25905,172524
1245,PO_1245,Ookondi -508244,508244,postoffice,7,17.13647,79.07554,328769
1246,PO_1246,Pothamshettypally -502109,502109,postoffice,7,17.98125,78.19877,176438
1247,PO_1247,Pagidimarri Bo -508004,508004,postoffice,7,17.00117,79.17421,327973
1248,PO_1248,Palivela,,postoffice,7,17.12971,79.03768,200930
1249,PO_1249,Prddareyypet -502293,502293,postoffice,7,17.7725,77.9525,171903
1250,PO_1250,Panthangi -508252,508252,postoffice,7,17.24899,78.95788,354857
1251,PO_1251,Rajpally S.O -502117,502117,postoffice,7,18.01885,78.29415,166291
1252,PO_1252,Peda Kaparthy -508114,508114,postoffice,7,17.23904,79.07397,192837
1253,PO_1253,Peddapuram B.O -508373,508373,postoffice,7,16.90148,78.97372,295680
1254,PO_1254,Rameswarpalli -503101,503101,postoffice,7,18.19016,78.39025,200412
1255,PO_1255,Peddapuram B.O -508373,508373,postoffice,7,16.90148,78.97372,295503
1256,PO_1256,Rameswarpalli -503101,503101,postoffice,7,18.19005,78.39004,238713
1257,PO_1257,Perepalli -508114,508114,postoffice,7,17.1889,79.01189,187311
1258,PO_1258,Rampur -502109,502109,postoffice,7,18.00206,78.22975,176436
1259,PO_1259,Pochampally -508256,508256,postoffice,7,16.89657,79.04705,181399
1260,PO_1260,Ramsanpally -502270,502270,postoffice,7,17.87737,78.02284,305753
1261,PO_1261,Polepally Ramnagar -508245,508245,postoffice,7,16.95375,78.73028,197116
1262,PO_1262,Rangampet -502381,502381,postoffice,7,17.9463,78.1186,188389
1263,PO_1263,Pulipalupula -508244,508244,postoffice,7,17.11132,79.11031,328783
1264,PO_1264,Puttapaka -508253,508253,postoffice,7,17.11365,78.93139,328175
1265,PO_1265,Puttapaka -508253,508253,postoffice,7,17.11361,78.93141,330734
1266,PO_1266,Ryalamadugu -502109,502109,postoffice,7,18.0373,78.23344,317350
1267,PO_1267,Sangaipet -502381,502381,postoffice,7,17.95576,78.1316,188371
1268,PO_1268,Ramagiri -508002,508002,postoffice,7,17.06371,79.26511,164169
1269,PO_1269,Ramannapet -508113,508113,postoffice,7,17.28946,79.0942,172659
1270,PO_1270,Sardhana -502130,502130,postoffice,7,18.08221,78.17603,192481
1271,PO_1271,Ramannapet -508113,508113,postoffice,7,17.28946,79.0942,172669
1272,PO_1272,Shetpallikalan -502117,502117,postoffice,7,17.95859,78.304,272229
1273,PO_1273,Siripuram -508113,508113,postoffice,7,17.29297,79.05628,175567
1274,PO_1274,Singoor Project -502293,502293,postoffice,7,17.76074,77.94801,171446
1275,PO_1275,Sivaneniguda -508114,508114,postoffice,7,17.25717,79.12791,188602
1276,PO_1276,Sirpura -502314,502314,postoffice,7,17.8294,78.13988,168680
1277,PO_1277,Slbc G V Gudem -508004,508004,postoffice,7,17.02471,79.24792,172562
1278,PO_1278,Sirpura -502314,502314,postoffice,7,17.8294,78.13988,295333
1279,PO_1279,Somakkapet -502314,502314,postoffice,7,17.86857,78.14127,305055
1280,PO_1280,"Superintendent Of Post Offices, Nalgonda Division -508001",508001,postoffice,7,17.05243,79.26458,172537
1281,PO_1281,Survail -508253,508253,postoffice,7,17.16009,78.92911,327924
1282,PO_1282,Swamivari Lingotam -508252,508252,postoffice,7,17.29456,78.94947,334789
1283,PO_1283,Sureddy Itikyal -502273,502273,postoffice,7,17.78138,78.02515,167651
1284,PO_1284,T.P.Gouraalram B.O -508373,508373,postoffice,7,16.88012,78.89002,312731
1285,PO_1285,Sureddy Itikyal -502273,502273,postoffice,7,17.78138,78.02515,167531
1286,PO_1286,T.P.Gouraalram B.O -508373,508373,postoffice,7,16.88012,78.89002,298014
1287,PO_1287,Takkellapally B.O -508250,508250,postoffice,7,16.92204,78.7765,302439
1288,PO_1288,Tallavellamla,,postoffice,7,17.14507,79.05305,200927
1289,PO_1289,Tekmal -502302,502302,postoffice,7,17.97499,78.03454,188396
1290,PO_1290,Theratpally -508253,508253,postoffice,7,17.05602,78.93637,335532
1291,PO_1291,Thondalvai -508254,508254,postoffice,7,17.25358,79.23771,202122
1292,PO_1292,Thimmaipally,,postoffice,7,18.12068,78.28383,192331
1293,PO_1293,Urumadla -508114,508114,postoffice,7,17.1916,79.09184,178473
1294,PO_1294,Vaddepally B.O -508373,508373,postoffice,7,16.89709,78.91984,296915
1295,PO_1295,Thonigandla,,postoffice,7,18.11889,78.37138,178108
1296,PO_1296,Vaddepally B.O -508373,508373,postoffice,7,16.897,78.91978,297480
