sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon,po_code
0,PO_0,Buchannapet -506221,506221,postoffice,7,17.79063,79.03387,163467
1,PO_1,Amradikalan -501202,501202,postoffice,7,17.56382,77.89242,310501
2,PO_2,Ananthavaram Po,,postoffice,7,17.69481,77.80982,173100
3,PO_3,Ganugupahad -506175,506175,postoffice,7,17.7893,79.13808,166621
4,PO_4,Atmakur Bo -502291,502291,postoffice,7,17.682,77.93438,173250
5,PO_5,Barwad Bo -501106,501106,postoffice,7,17.44999,77.79691,383252
6,PO_6,Bobilgaom Post Office -502291,502291,postoffice,7,17.70738,77.91053,173251
7,PO_7,Buchanpalli -501202,501202,postoffice,7,17.52354,77.73945,334388
8,PO_8,Budhera,,postoffice,7,17.62913,77.84137,180335
9,PO_9,Kamkole -502345,502345,postoffice,7,17.64884,77.80773,172836
10,PO_10,Khammampally -502345,502345,postoffice,7,17.69769,77.8446,194648
11,PO_11,Kolkonda -501202,501202,postoffice,7,17.64586,77.82023,310215
12,PO_12,Komshetpally,,postoffice,7,17.62347,77.8334,180334
13,PO_13,Konapur Bo -502291,502291,postoffice,7,17.64174,77.88364,172316
14,PO_14,Kothapally Bo -501106,501106,postoffice,7,17.41115,77.74074,383209
15,PO_15,Kothlapur -501202,501202,postoffice,7,17.53957,77.80263,334054
16,PO_16,Kotmarpalli Bo -501202,501202,postoffice,7,17.50639,77.79348,334183
17,PO_17,Marigadi Bo -506175,506175,postoffice,7,17.77804,79.17559,167796
18,PO_18,Maddikunta Bo -502291,502291,postoffice,7,17.60263,77.91685,172304
19,PO_19,Malasomaram -501106,501106,postoffice,7,17.46053,77.76152,383226
20,PO_20,Mallikarjunapally Bo A/w Kamkole So,,postoffice,7,17.72725,77.87946,234727
21,PO_21,Marpalli Kalan -501202,501202,postoffice,7,17.54052,77.77154,334572
22,PO_22,Munipally Bo A/w Kamkole So,,postoffice,7,17.69079,77.86607,234724
23,PO_23,Panchalingal -501202,501202,postoffice,7,17.55545,77.81312,293265
24,PO_24,Patloor -501202,501202,postoffice,7,17.58486,77.79172,292564
25,PO_25,Pocharam -502293,502293,postoffice,7,17.72935,77.95052,174409
26,PO_26,Ps Nagar Bo -502291,502291,postoffice,7,17.62303,77.92694,170888
27,PO_27,Ravulpally -501106,501106,postoffice,7,17.47756,77.77076,383231
28,PO_28,Peddapahad -506175,506175,postoffice,7,17.77704,79.09872,166975
29,PO_29,Sirpura -501202,501202,postoffice,7,17.52478,77.84357,261573
30,PO_30,Suraram Bo -502291,502291,postoffice,7,17.61872,77.8959,172312
31,PO_31,Thangadpally Bo -502291,502291,postoffice,7,17.59775,77.8846,172307
32,PO_32,Tummalpalli -501202,501202,postoffice,7,17.58211,77.83595,292846
33,PO_33,Yennaram -501106,501106,postoffice,7,17.42819,77.75513,244090
34,PO_34,Yennaram Bo -501106,501106,postoffice,7,17.42834,77.75512,383244
35,PO_35,501102 -501102,501102,postoffice,7,17.35003,77.90476,177750
36,PO_36,501503 -501503,501503,postoffice,7,17.37808,78.16323,221780
37,PO_37,A I E R C Puram -502032,502032,postoffice,7,17.50289,78.31149,176401
38,PO_38,Admin-building Po. -502032,502032,postoffice,7,17.49229,78.29063,169502
39,PO_39,Admin-building Po. R C Puram -502032,502032,postoffice,7,17.49229,78.29063,170513
40,PO_40,Aie Bollaram S O -502325,502325,postoffice,7,17.55341,78.35049,177873
41,PO_41,Air Force Academy So -500043,500043,postoffice,7,17.65306,78.39707,184074
42,PO_42,Allampalli -500102,500102,postoffice,7,17.35011,77.90486,171313
43,PO_43,Alur -501503,501503,postoffice,7,17.33008,78.06925,227604
44,PO_44,Ameenpur B O -502032,502032,postoffice,7,17.52455,78.32272,177755
45,PO_45,Ananthagiripally -501102,501102,postoffice,7,17.33469,77.90323,381759
46,PO_46,Anatha Sagar Bo -502306,502306,postoffice,7,17.56267,77.95268,174959
47,PO_47,Annarram Bo -502313,502313,postoffice,7,17.63337,78.3794,172795
48,PO_48,Antaram -501503,501503,postoffice,7,17.32587,78.03292,227417
49,PO_49,Athvelly -501102,501102,postoffice,7,17.38619,77.88182,381371
50,PO_50,Bdl Bhanoor So -502305,502305,postoffice,7,17.47012,78.16303,171900
51,PO_51,Bhanoor Bo -502305,502305,postoffice,7,17.49141,78.17707,171792
52,PO_52,Bharathi Nagar -502032,502032,postoffice,7,17.50446,78.28855,172931
53,PO_53,Bharathinagar -502032,502032,postoffice,7,17.50449,78.2885,168870
54,PO_54,Bonthapally Bo. -502313,502313,postoffice,7,17.66263,78.36584,170532
55,PO_55,Borpatla -502296,502296,postoffice,7,17.673,78.16666,295228
56,PO_56,Bulkapur -501203,501203,postoffice,7,17.44304,78.14803,236194
57,PO_57,Cheriyal Bo -502285,502285,postoffice,7,17.55332,78.13173,183627
58,PO_58,Chidruppa -502296,502296,postoffice,7,17.62259,78.21052,265729
59,PO_59,Chintalcheru -502296,502296,postoffice,7,17.6506,78.2363,266261
60,PO_60,Chitkul Bo -502307,502307,postoffice,7,17.55919,78.22319,170652
61,PO_61,Chitkul Bo -502307,502307,postoffice,7,17.55919,78.22319,170704
62,PO_62,Chowtkur -502273,502273,postoffice,7,17.75225,78.09009,167881
63,PO_63,Damargidda -501503,501503,postoffice,7,17.34804,78.10572,227759
64,PO_64,Dhannaram -501102,501102,postoffice,7,17.34116,77.93633,202367
65,PO_65,Dharur So -501121,501121,postoffice,7,17.31456,77.77908,375498
66,PO_66,Venkiryal -506175,506175,postoffice,7,17.81106,79.12407,166624
67,PO_67,Doultabad -502296,502296,postoffice,7,17.71082,78.20758,268615
68,PO_68,Eddumailaram Bo -502285,502285,postoffice,7,17.50091,78.1234,183624
69,PO_69,Ekmamidi -501102,501102,postoffice,7,17.4044,77.91973,380780
70,PO_70,Elemala Bo -502300,502300,postoffice,7,17.47626,78.23794,175939
71,PO_71,Wadlakonda -506175,506175,postoffice,7,17.75342,79.14195,166618
72,PO_72,Erdanur -502296,502296,postoffice,7,17.61379,78.163,264913
73,PO_73,Gagillapur -500043,500043,postoffice,7,17.60635,78.3909,257220
74,PO_74,Girigetpally -501102,501102,postoffice,7,17.3589,77.88389,381445
75,PO_75,Girigetpally -501102,501102,postoffice,7,17.3589,77.88389,381443
76,PO_76,Gollapally Bo -502295,502295,postoffice,7,17.51117,78.0362,183643
77,PO_77,Gomaram Bo. -502313,502313,postoffice,7,17.74683,78.39725,170990
78,PO_78,Gomaram Bo. -502313,502313,postoffice,7,17.74683,78.39725,170692
79,PO_79,Gongloor -502293,502293,postoffice,7,17.67496,78.09642,173816
80,PO_80,Gottimukala -501102,501102,postoffice,7,17.28452,77.84952,385798
81,PO_81,Gummadidala Bo. -502313,502313,postoffice,7,17.68507,78.36832,170568
82,PO_82,Gundla Machnur -502296,502296,postoffice,7,17.65056,78.1847,294367
83,PO_83,Haridaspalli -501121,501121,postoffice,7,17.29993,77.79636,382532
84,PO_84,Hathnoora -502296,502296,postoffice,7,17.73949,78.16923,294566
85,PO_85,Icrisat So -502324,502324,postoffice,7,17.51881,78.27781,168973
86,PO_86,Ida Pashamylaram -502307,502307,postoffice,7,17.53412,78.19449,170886
87,PO_87,Indrakaran Bo -502329,502329,postoffice,7,17.52401,78.14859,175900
88,PO_88,Indresham B O -502319,502319,postoffice,7,17.56789,78.26213,176402
89,PO_89,Ismailkhanpet -502296,502296,postoffice,7,17.62752,78.15812,263782
90,PO_90,Isnapur Bo -502307,502307,postoffice,7,17.54417,78.19723,170820
91,PO_91,K Anu Kinda Bo. -502313,502313,postoffice,7,17.69926,78.41746,170621
92,PO_92,Kadcherla -501102,501102,postoffice,7,17.46079,77.90628,382766
93,PO_93,Kadcherla -501102,501102,postoffice,7,17.46077,77.90624,381100
94,PO_94,Kagazmadoor -502313,502313,postoffice,7,17.6938,78.28133,169641
95,PO_95,Kalivemula Bo -502285,502285,postoffice,7,17.54541,78.09971,183631
96,PO_96,Kandi So -502285,502285,postoffice,7,17.58087,78.10795,183669
97,PO_97,Kasala -502296,502296,postoffice,7,17.71006,78.17377,305868
98,PO_98,Kavalampet Bo -502329,502329,postoffice,7,17.57709,78.14237,175910
99,PO_99,Kesaram -501202,501202,postoffice,7,17.47499,77.83376,251300
100,PO_100,Kistareddypet B O,,postoffice,7,17.54888,78.2965,177368
101,PO_101,Kolkur Bi -502291,502291,postoffice,7,17.6917,77.98463,173253
102,PO_102,Kollur Bo,,postoffice,7,17.46273,78.23717,175928
103,PO_103,Konapur Bo -502295,502295,postoffice,7,17.48269,78.01362,183638
104,PO_104,Kondakal -501203,501203,postoffice,7,17.4691,78.24884,236125
105,PO_105,Korpole -502273,502273,postoffice,7,17.71437,78.12141,168033
106,PO_106,Kothapally -501203,501203,postoffice,7,17.40583,78.14429,232405
107,PO_107,Kotpalli So -501106,501106,postoffice,7,17.38287,77.74836,178643
108,PO_108,Kotthagadi -501102,501102,postoffice,7,17.37235,77.9041,380752
109,PO_109,Kowkuntla -501503,501503,postoffice,7,17.35265,78.03625,227492
110,PO_110,Kukonda -501121,501121,postoffice,7,17.34355,77.78518,375534
111,PO_111,Lakdaram Bo -502307,502307,postoffice,7,17.58498,78.20168,170728
112,PO_112,Madgul Chittempally -501102,501102,postoffice,7,17.27966,77.90784,382540
113,PO_113,Madhanpally -501102,501102,postoffice,7,17.41342,77.89479,381292
114,PO_114,Mahalingapuram -501203,501203,postoffice,7,17.44653,78.12122,230819
115,PO_115,Mailar Devarampalli -501102,501102,postoffice,7,17.39124,77.80846,205413
116,PO_116,Malkapur Bo -502295,502295,postoffice,7,17.58077,78.0569,183656
117,PO_117,Mallepally Bo -502295,502295,postoffice,7,17.55374,78.05382,183652
118,PO_118,Marepally Bo -502306,502306,postoffice,7,17.55845,77.97839,174953
119,PO_119,Mekavanamplly -501202,501202,postoffice,7,17.5614,77.91633,310638
120,PO_120,Minpur -502293,502293,postoffice,7,17.7266,78.00771,174259
121,PO_121,Mokhila -501203,501203,postoffice,7,17.43756,78.18332,234385
122,PO_122,Mominpet -501202,501202,postoffice,7,17.51791,77.89716,202714
123,PO_123,Moragapally -501202,501202,postoffice,7,17.48949,77.87221,262191
124,PO_124,Mothukpally -501106,501106,postoffice,7,17.43926,77.80969,383249
125,PO_125,Mubarakpur -501203,501203,postoffice,7,17.4149,78.04869,231385
126,PO_126,Munnur Somaram -501102,501102,postoffice,7,17.34721,77.82415,381661
127,PO_127,Munnur Somaram -501102,501102,postoffice,7,17.34382,77.88531,381746
128,PO_128,Muthangi So -502300,502300,postoffice,7,17.5418,78.22794,175922
129,PO_129,Nagulapally Bo -502300,502300,postoffice,7,17.46264,78.23719,175931
130,PO_130,Nallavalli B.O -502313,502313,postoffice,7,17.72131,78.3581,297587
131,PO_131,Nandigon Bo -502300,502300,postoffice,7,17.50483,78.20075,172046
132,PO_132,Nandikandi So -502306,502306,postoffice,7,17.61216,77.99207,174770
133,PO_133,Nizampur Bo -502291,502291,postoffice,7,17.67846,78.00372,173254
134,PO_134,Nuthankal B.O -501401,501401,postoffice,7,17.68198,78.44053,224854
135,PO_135,Ordinance Factory Medak So -502205,502205,postoffice,7,17.50503,78.1443,183615
136,PO_136,P.R.Pally X Road So -502295,502295,postoffice,7,17.58888,78.08418,183662
137,PO_137,Parveeda -501203,501203,postoffice,7,17.4149,78.04869,231647
138,PO_138,Pashamyalaram Bo -502307,502307,postoffice,7,17.52845,78.19028,171108
139,PO_139,Patancheru I E -502319,502319,postoffice,7,17.52249,78.2756,169012
140,PO_140,Patancheru Lsg Soa -502319,502319,postoffice,7,17.53492,78.26452,169317
141,PO_141,Patancheru Phase Ii -502319,502319,postoffice,7,17.53193,78.25859,169140
142,PO_142,Pati Bo -502300,502300,postoffice,7,17.50287,78.24053,175934
143,PO_143,Pati Ghanphur Bo -502300,502300,postoffice,7,17.49936,78.22303,175937
144,PO_144,Peddakanjarla B O,,postoffice,7,17.59723,78.23941,177409
145,PO_145,Peddapur Bo -502306,502306,postoffice,7,17.55947,78.01172,174946
146,PO_146,Peddapur Bo -502306,502306,postoffice,7,17.61321,78.02678,174924
147,PO_147,Phulusumamidi -501102,501102,postoffice,7,17.3558,77.9734,203749
148,PO_148,Pr Pally X Road So -502295,502295,postoffice,7,17.58889,78.08418,163645
149,PO_149,Pulkal -502293,502293,postoffice,7,17.73858,77.98824,174803
150,PO_150,Pulmaddhi -501102,501102,postoffice,7,17.43135,77.87604,382759
151,PO_151,R C Puram He Mdg So -502032,502032,postoffice,7,17.49491,78.30449,170498
152,PO_152,R C Puram Village So -502032,502032,postoffice,7,17.51287,78.28742,168930
153,PO_153,Rajampet Colony Tso -502001,502001,postoffice,7,17.60992,78.07772,163598
154,PO_154,Ramapur Bo -501106,501106,postoffice,7,17.40485,77.76071,383376
155,PO_155,Ramnathgudupally -501102,501102,postoffice,7,17.47357,77.90294,382763
156,PO_156,Rudraram So -502329,502329,postoffice,7,17.56287,78.16868,175914
157,PO_157,Sadasivapet So -502291,502291,postoffice,7,17.61676,77.95074,169047
158,PO_158,Sangareddy Bustand Complex Tso -502001,502001,postoffice,7,17.61554,78.08155,163666
159,PO_159,Sangareddy Collectorate Tso -502001,502001,postoffice,7,17.59423,78.08328,163626
160,PO_160,Shankarpally -501203,501203,postoffice,7,17.44972,78.12279,230577
161,PO_161,Shivampet -502273,502273,postoffice,7,17.67259,78.10448,168192
162,PO_162,Shivanagar B O -502319,502319,postoffice,7,17.61083,78.27502,176405
163,PO_163,Siddaloor -501102,501102,postoffice,7,17.35936,78.00259,203758
164,PO_164,Singapur -501203,501203,postoffice,7,17.43036,78.1212,236332
165,PO_165,Siva Reddy Pet Bo -501102,501102,postoffice,7,17.32864,77.91978,380832
166,PO_166,Srirangavaram -500043,500043,postoffice,7,17.65524,78.42474,256543
167,PO_167,Srirangavaram -500043,500043,postoffice,7,17.65526,78.42475,256464
168,PO_168,Tadlapally -502294,502294,postoffice,7,17.64146,78.08685,261716
169,PO_169,Taherkhanpet -502296,502296,postoffice,7,17.68734,78.21181,267482
170,PO_170,Tangatoor -501203,501203,postoffice,7,17.41499,78.13124,233810
171,PO_171,Tellapur B O -502032,502032,postoffice,7,17.46754,78.28293,176392
172,PO_172,Terpole Bo -502295,502295,postoffice,7,17.53741,78.02518,183646
173,PO_173,Thangadpally -501503,501503,postoffice,7,17.3739,78.05838,200292
174,PO_174,Thogarpally Bo -502306,502306,postoffice,7,17.58543,78.02455,174937
175,PO_175,Topgonda Bo -502285,502285,postoffice,7,17.50456,78.0849,183636
176,PO_176,Veltoor Bo -502291,502291,postoffice,7,17.64828,78.00172,173255
177,PO_177,Vendikole -502273,502273,postoffice,7,17.66836,78.13492,168301
178,PO_178,Venkatpur Bo -502291,502291,postoffice,7,17.64721,77.96405,172460
179,PO_179,Vikarabad -501101,501101,postoffice,7,17.33783,77.90787,167400
180,PO_180,Vootla B O -502319,502319,postoffice,7,17.6331,78.30871,176406
181,PO_181,Waddepally -502296,502296,postoffice,7,17.67005,78.2426,266814
182,PO_182,Yellakonda -501203,501203,postoffice,7,17.45185,78.02799,231192
183,PO_183,Yellakonda -501203,501203,postoffice,7,17.45185,78.02799,231164
184,PO_184,Yelwarthy -501203,501203,postoffice,7,17.45061,78.14458,233995
185,PO_185,Yenkepally -501106,501106,postoffice,7,17.42318,77.76953,243905
186,PO_186,Yenkepally Bo -501106,501106,postoffice,7,17.42255,77.77255,383246
187,PO_187,Nimboliadda So -50002702,500027,postoffice,7,17.38402,78.49433,273369
188,PO_188,5015003 -501503,501500,postoffice,7,17.3369,78.14328,200222
189,PO_189,A.D.M. Buildings -500007,500007,postoffice,7,17.41347,78.52505,163380
190,PO_190,A.G.S Office -500004,500004,postoffice,7,17.40666,78.46732,166172
191,PO_191,Ag College -500030,500030,postoffice,7,17.32303,78.41724,179219
192,PO_192,Ags Staff Qrts -500045,500045,postoffice,7,17.44798,78.42893,163282
193,PO_193,Aliabad -500101,500101,postoffice,7,17.62239,78.59961,226982
194,PO_194,Alwal Po -500010,500010,postoffice,7,17.50412,78.5107,167338
195,PO_195,Ambernagarbo -500044,500044,postoffice,7,17.41154,78.51593,271305
196,PO_196,Amberpet -500023,500023,postoffice,7,17.39117,78.51637,173339
197,PO_197,Amberpet So -500013,500013,postoffice,7,17.39228,78.51943,187219
198,PO_198,Amdapur -501504,501504,postoffice,7,17.27785,78.29254,227651
199,PO_199,Anand Nagar P O -500004,500004,postoffice,7,17.41039,78.45465,170969
200,PO_200,Anandbagh So -500047,500047,postoffice,7,17.45809,78.53804,167447
201,PO_201,Anantharam -500101,500101,postoffice,7,17.68291,78.66337,225307
202,PO_202,Andhra Mahila Sabha -500044,500044,postoffice,7,17.40228,78.50949,177894
203,PO_203,Ankireddy Pally -501301,501301,postoffice,7,17.56066,78.68336,231797
204,PO_204,Ankushapur -501301,501301,postoffice,7,17.4485,78.72657,230145
205,PO_205,Aoc Records Po -500015,500015,postoffice,7,17.47135,78.51821,167429
206,PO_206,Aphb Colony -500040,500040,postoffice,7,17.46041,78.56433,179279
207,PO_207,Ashoknagar Ndso -500020,500020,postoffice,7,17.40551,78.49079,167634
208,PO_208,Attapur B.O. -500048,500048,postoffice,7,17.36444,78.43211,263764
209,PO_209,Aziznagar -500075,500075,postoffice,7,17.33517,78.32764,169375
210,PO_210,Bachupally -500090,500090,postoffice,7,17.53869,78.36462,231101
211,PO_211,Bahadurpally -500043,500043,postoffice,7,17.55863,78.44056,258359
212,PO_212,Bahadurpura -500064,500064,postoffice,7,17.35826,78.45692,175342
213,PO_213,Balanagar Township -500037,500037,postoffice,7,17.48234,78.4499,167566
214,PO_214,Banjara Hills -500034,500034,postoffice,7,17.42235,78.44777,170472
215,PO_215,Banjara Hills -500034,500034,postoffice,7,17.42235,78.44777,170152
216,PO_216,Bazarghat Po -500004,500004,postoffice,7,17.39475,78.46597,177456
217,PO_217,Begumpet -508105,508105,postoffice,7,17.70701,78.88814,192245
218,PO_218,Begumpet -500016,500016,postoffice,7,17.43944,78.45782,167458
219,PO_219,Bhailampur,,postoffice,7,17.73959,78.67782,272098
220,PO_220,Bharathnagar Colony -500018,500018,postoffice,7,17.47429,78.42409,163825
221,PO_221,Bhasker Nagar -500075,500075,postoffice,7,17.33235,78.29846,169487
222,PO_222,Bits Hyderabad Campus -500078,500078,postoffice,7,17.54233,78.57593,200083
223,PO_223,Boduppal So -500092,500092,postoffice,7,17.42016,78.58461,188891
224,PO_224,Bogaram -501301,501301,postoffice,7,17.50743,78.68652,230408
225,PO_225,Bolarum -500010,500010,postoffice,7,17.50522,78.51858,166338
226,PO_226,Bolarum Bazar -500010,500010,postoffice,7,17.51757,78.51826,168456
227,PO_227,Bommalaramaram -508126,508126,postoffice,7,17.56284,78.74077,196097
228,PO_228,Bommaraspet -500078,500078,postoffice,7,17.59959,78.60944,197401
229,PO_229,Bowrampet -500043,500043,postoffice,7,17.56169,78.39872,257755
230,PO_230,Cbit So -500075,500075,postoffice,7,17.39351,78.31964,173158
231,PO_231,Chaitanyapuri Colony So -500060,500060,postoffice,7,17.37345,78.53528,172563
232,PO_232,Chandanagar -500050,500050,postoffice,7,17.4947,78.32526,172116
233,PO_233,Cheelasagar -502279,502279,postoffice,7,17.68896,78.63561,272114
234,PO_234,Cheeryal -501301,501301,postoffice,7,17.51431,78.62815,227286
235,PO_235,Cherlapally -501301,501301,postoffice,7,17.46409,78.61086,226524
236,PO_236,Chevella -501503,501503,postoffice,7,17.31021,78.1372,178189
237,PO_237,Chikatimamidi -508117,508117,postoffice,7,17.59924,78.74973,254588
238,PO_238,Chinna Managalaram -501504,501504,postoffice,7,17.41394,78.23628,178507
239,PO_239,Chinna Nangalaram -501504,501504,postoffice,7,17.41394,78.23628,178554
240,PO_240,Cie Balanagar -500037,500037,postoffice,7,17.46624,78.44641,167413
241,PO_241,Cmr B.O -501401,501401,postoffice,7,17.63665,78.48547,229658
242,PO_242,Crp Camp -500005,500005,postoffice,7,17.31654,78.47816,178588
243,PO_243,Crp Camp -500005,500005,postoffice,7,17.31668,78.47819,178469
244,PO_244,Crpf -500078,500078,postoffice,7,17.53874,78.56332,200218
245,PO_245,Cuc So -500046,500046,postoffice,7,17.45539,78.32571,163722
246,PO_246,Cyberabad -500081,500081,postoffice,7,17.4418,78.39097,164176
247,PO_247,Dabirpur B.O -501401,501401,postoffice,7,17.66738,78.46989,224678
248,PO_248,Dak Sadan -500001,500001,postoffice,7,17.38789,78.47587,160381
249,PO_249,Damarakunta B.O. -502281,502281,postoffice,7,17.70619,78.75252,193287
250,PO_250,Damargidda -501503,501503,postoffice,7,17.30683,78.10653,227798
251,PO_251,Darga Hussain Shaw Talk With It For -500008,500008,postoffice,7,17.41095,78.38992,170997
252,PO_252,Darush-shifa S.O. -500024,500024,postoffice,7,17.3713,78.48224,177579
253,PO_253,Dattayipalli -508115,508115,postoffice,7,17.65829,78.88528,198806
254,PO_254,Devaryamjal -500078,500078,postoffice,7,17.56635,78.52264,197140
255,PO_255,Dilsukh Nagar Colony So -500059,500059,postoffice,7,17.36863,78.52971,172174
256,PO_256,Donbosconagar -500086,500086,postoffice,7,17.34878,78.37696,179513
257,PO_257,Dr A S Rao Nagar -500062,500062,postoffice,7,17.4784,78.55936,172092
258,PO_258,Dundigal -500043,500043,postoffice,7,17.60709,78.41507,256966
259,PO_259,Ecil -500062,500062,postoffice,7,17.4659,78.57076,173268
260,PO_260,Eme Records -500015,500015,postoffice,7,17.48673,78.51131,169906
261,PO_261,Erragadda -500018,500018,postoffice,7,17.45389,78.43231,163712
262,PO_262,Falaknuma -500053,500053,postoffice,7,17.33676,78.46897,179816
263,PO_263,Fathedarwaja -500053,500053,postoffice,7,17.35462,78.46472,179899
264,PO_264,Fathenagar -500018,500018,postoffice,7,17.45814,78.45143,163545
265,PO_265,Fathenagar -500018,500018,postoffice,7,17.4386,78.45863,163514
266,PO_266,Fathenagar -500018,500018,postoffice,7,17.45813,78.45142,163525
267,PO_267,Film Nagar -500096,500096,postoffice,7,17.41605,78.4104,163951
268,PO_268,G C Rastha S.O -500020,500020,postoffice,7,17.41044,78.49885,163876
269,PO_269,Gachibowli -500032,500032,postoffice,7,17.43908,78.35856,169844
270,PO_270,Gaganmahal Sub Postal Office -500029,500029,postoffice,7,17.4107,78.47837,163811
271,PO_271,Gaganpahad B O -500052,500052,postoffice,7,17.29677,78.41886,279536
272,PO_272,Gandhamalla -508115,508115,postoffice,7,17.7282,78.85518,198800
273,PO_273,Gandhi Nagar S.O -500080,500080,postoffice,7,17.41917,78.49135,162177
274,PO_274,Gandhibhavan -500001,500001,postoffice,7,17.38811,78.47029,188593
275,PO_275,Gandhibhawan Po -500001,500001,postoffice,7,17.38839,78.47089,177455
276,PO_276,Gandipet -500075,500075,postoffice,7,17.3847,78.32017,173155
277,PO_277,Gayatrinagar S.O. -500097,500097,postoffice,7,17.33426,78.53253,182927
278,PO_278,Girmapur B.O -501401,501401,postoffice,7,17.63113,78.45534,225958
279,PO_279,Golconda -500008,500008,postoffice,7,17.38231,78.4072,164032
280,PO_280,Gsi Bandlaguda -500068,500068,postoffice,7,17.36356,78.58316,215300
281,PO_281,Gundla Pochampally -500101,500101,postoffice,7,17.56861,78.4791,192284
282,PO_282,H.A.L -500042,500042,postoffice,7,17.46835,78.45067,167356
283,PO_283,H.M.T Township -500054,500054,postoffice,7,17.49702,78.45334,167748
284,PO_284,Haiglines -500010,500010,postoffice,7,17.52695,78.52452,167313
285,PO_285,Hakimpet -500014,500014,postoffice,7,17.539,78.51926,171553
286,PO_286,Hasan Nagar B O -500052,500052,postoffice,7,17.33659,78.44365,278585
287,PO_287,Hazipur -508126,508126,postoffice,7,17.56087,78.7698,196082
288,PO_288,High Court P.O. -500066,500066,postoffice,7,17.36844,78.47064,163594
289,PO_289,Himayatnagar -500075,500075,postoffice,7,17.34289,78.30762,169600
290,PO_290,Himayathnagar Sub Post Office -500029,500029,postoffice,7,17.40243,78.487,163745
291,PO_291,Himayatnagar -500075,500075,postoffice,7,17.34289,78.30762,169584
292,PO_292,Himmatnagar S.O. -500025,500025,postoffice,7,17.43544,78.50562,168074
293,PO_293,Hindustan Cables Limited -500051,500051,postoffice,7,17.45354,78.58357,189679
294,PO_294,Huda Residential Complex -500035,500035,postoffice,7,17.35258,78.53566,180045
295,PO_295,Humayun Nagar -500028,500028,postoffice,7,17.3991,78.44855,165024
296,PO_296,Hyderabad Gpo -500001,500001,postoffice,7,17.38826,78.47658,162246
297,PO_297,Hyderabad Jubilee H.O. -500002,500002,postoffice,7,17.36842,78.47746,164319
298,PO_298,Hyderguda -500048,500048,postoffice,7,17.36184,78.42731,174450
299,PO_299,Hydresha Kote -500091,500091,postoffice,7,17.36822,78.39322,169076
300,PO_300,I B Lines -500031,500031,postoffice,7,17.37776,78.39359,168950
301,PO_301,I E Nacharam -500076,500076,postoffice,7,17.43177,78.55391,190420
302,PO_302,I.E.Moulali So -500040,500040,postoffice,7,17.45364,78.55232,170645
303,PO_303,Ibrahimpur -508115,508115,postoffice,7,17.68439,78.87293,198804
304,PO_304,Ida Jeedimetla -500055,500055,postoffice,7,17.52061,78.44467,167837
305,PO_305,Iict Post Office -500007,500007,postoffice,7,17.42241,78.53837,163416
306,PO_306,J J Nagar Colony So -500087,500087,postoffice,7,17.49836,78.53466,173001
307,PO_307,Jaggamguda -500101,500101,postoffice,7,17.6242,78.62591,228073
308,PO_308,Jai Jawan Colony -500062,500062,postoffice,7,17.48935,78.57272,179584
309,PO_309,Jainapalli -508126,508126,postoffice,7,17.50419,78.79529,171491
310,PO_310,Jalalpur -508126,508126,postoffice,7,17.59709,78.71477,196110
311,PO_311,Jama-i-osmania -500007,500007,postoffice,7,17.42056,78.5254,163332
312,PO_312,Jameelapet -508126,508126,postoffice,7,17.49518,78.72486,196045
313,PO_313,Jangampalli -508115,508115,postoffice,7,17.61291,78.87134,198816
314,PO_314,Janwada,,postoffice,7,17.40071,78.25989,173168
315,PO_315,Jawahar Nagar -500087,500087,postoffice,7,17.51231,78.55794,246957
316,PO_316,Jntu Kukatpally -500085,500085,postoffice,7,17.49325,78.39256,173123
317,PO_317,Jubilee Hills -500033,500033,postoffice,7,17.42839,78.41541,164152
318,PO_318,Kadlakal -502336,502336,postoffice,7,17.7139,78.48182,271866
319,PO_319,Kakatiya Nagar -500008,500008,postoffice,7,17.39272,78.42496,168681
320,PO_320,Kakatiya Nagar -500008,500008,postoffice,7,17.39282,78.42488,173144
321,PO_321,Kanakamamidi -501504,501504,postoffice,7,17.30467,78.24744,227404
322,PO_322,Karwan Sahu Po -500006,500006,postoffice,7,17.36931,78.45728,174517
323,PO_323,Karwansahu -500006,500006,postoffice,7,17.36929,78.45717,172982
324,PO_324,Kattedan Ie -500076,500076,postoffice,7,17.31596,78.43467,178886
325,PO_325,Kchavanisingaram -500088,500088,postoffice,7,17.38797,78.63249,171702
326,PO_326,Kesara -501301,501301,postoffice,7,17.52395,78.66573,226834
327,PO_327,Kesara Gutta -501301,501301,postoffice,7,17.53358,78.6899,232132
328,PO_328,Kesara Gutta -501301,501301,postoffice,7,17.53358,78.6899,231990
329,PO_329,Keshogiris -500005,500005,postoffice,7,17.31648,78.46631,178782
330,PO_330,Khairatabad -500004,500004,postoffice,7,17.40702,78.46243,164571
331,PO_331,Khairatabad Homes -500004,500004,postoffice,7,17.40699,78.46243,166035
332,PO_332,Kingsway S.O. -500003,500003,postoffice,7,17.43396,78.49335,168412
333,PO_333,Kishan Bagh B.O. -500064,500064,postoffice,7,17.35676,78.44435,263565
334,PO_334,Kismathpur B O -500030,500030,postoffice,7,17.3344,78.39375,277328
335,PO_335,Kokapet,,postoffice,7,17.39554,78.33461,173171
336,PO_336,Kokkonda -502336,502336,postoffice,7,17.72198,78.54509,271878
